hotelname,address,district,lat,lon,rating,count_rating,star,budget,time,facilities,service,district,URL,image1,image2,review
A25 Hotel - 274 Đề Thám,"274 - 276 Đề Thám, Quận 1, Thành Phố Hồ Chí Minh",1,10.768045,106.693638,4.1,370,3,847691.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bãi đỗ xe ($), Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là, Phù hợp với trẻ em",Vị Trí · Món Ăn Sáng · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENPZ0MgACgAMihDaG9Jd0l6Y29Kdlhwb3EyQVJvTkwyY3ZNVEZpTnpOdU5GOXVlQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CGsQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQrgg,https://lh4.googleusercontent.com/proxy/3IR_lWqPj7uqAStvhP0N9DMzUCd_LhvuGbeb5V41oqCgSBTyzjvAQuvjehdJXJPF-yOLQyp7Yebhb6--G8Hom-pmHnneDvRQgNqaDX0yBYojs1tDCWkcgAZTIkooyHjWnM19tVTpesC9xnCTyJNp17E4yPeS4Bo=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMxP1vNHp0WqDRWqNgawIJGxDpL4gVtmmgd_veK=s287-w287-h192-n-k-no-v1,"Khách sạn xinh, xịn, thuận tiện đi lại. Chủ và nhân viên thân thiện, hỗ trợ rất nhiệt tình. Có dịp mình sẽ quay lại :)"
Liberty Hotel Saigon Parkview,"265 Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh",1,10.7682165,106.6921608,3.9,1200,4,867135.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Bồn tắm nước nóng, Điều hòa nhiệt độ, Spa, Nhà hàng, Dịch vụ phòng",Món Ăn Sáng · Vị Trí · Nhà Hàng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENPZ0MgACgAMiZDaGdJMk5ieW9lalN0b0phR2d3dlp5OHhNWGhzYW13eGJXb1FBUTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CPICEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEK4I,https://lh4.googleusercontent.com/proxy/IvQu7Ox8e7pqP_Vp6wSs1SGgDBh-7J6RELbRiBpnDsFjHy34sDrL6DgfgM3KKpOfwLrmldShiJ-V8LO0e2kJoMlZwKpMYDyORoJDCo9VOH5jUPQ3tH3lVuzWBEMtE-pupWgff8SyWJG8scvUclHHFaOTtRn2BA=s287-w287-h192-n-k-no-v1,https://lh5.googleusercontent.com/proxy/fkMhpNvHiqyPoiJwmV3jMZsukV1ja8UZQcXmIFTSAMzDv-UEVPkV-HykqvoHXh9ioxPu2_Ex40cxw2KEn9BTQlfegNPjqKXF9hu-64N8IsICDclry2uzhirbpB9zK3e8mWQgUjgq6CRKQMLQ7HJ2UbcG-0E2hs8=s287-w287-h192-n-k-no-v1,"Khách sạn phục vụ rất tốt.. nằm ngay trung tâm, gần mộ cô sáu
, thuận tiện cho việc đi lại .. chủ và nhân viên nhiệt tình và rất dễ thương.. tuyệt vời ❤️❤️"
Khách Sạn My Friend,"572b/4 Trần Hưng Đạo, Quận 1, Thành Phố Hồ Chí Minh",1,10.7581919,106.6799816,4.3,386,1,397065.0,"1 đêm, bao gồm thuế và phí","Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Ăn sáng, Chỗ đậu xe, Xe đưa đón ra sân bay, Dịch vụ giặt là, Phù hợp với trẻ em",Phòng Tập Thể Dục · Bể Bơi · Tình Trạng Vệ Sinh,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENQb0MgACgAMihDaG9JaTRxYXA3ZjA1ZHlYQVJvTkwyY3ZNVEZtWkY5emVqQnljaEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CFgQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQzQg,https://lh3.googleusercontent.com/p/AF1QipOWp-SOcgyuAJc-TgR5HcTxspQqJf0uYgEeNkOG=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPGNUaKE32D6z0f1o0Vo2U2fork8pxqmAQvkeWU=s287-w287-h192-n-k-no-v1,"Ks mới, đẹp, ngay trung tâm, gần chợ, mộ Cô, dễ dàng đi lại chi chuyển. Should try."
LeBlanc Saigon,"416/2 Nguyễn Đình Chiểu, Quận 1, Thành Phố Hồ Chí Minh",1,10.790094852130355,106.70113299775772,4.0,184,1,478159.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Điều hòa nhiệt độ, Chỗ đậu xe, Nhà hàng, Dịch vụ giặt là, Phù hợp với trẻ em, Địa điểm không cho hút thuốc",Món Ăn Sáng · Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENQb0MgACgAMidDaGtJNllMcTAtYi0zZjMyQVJvTUwyY3ZNWEJ3TW5SZk9ERjRFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CI0CEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEM0I,https://lh3.googleusercontent.com/p/AF1QipPzTJYRnyJDrgdRKaVIQJfZht8EsioD4gITMkhw=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipNnFqEZanoOtutf8FuzPvJR72ECMDBOP2pNZOmq=s287-w287-h192-n-k-no-v1,"Khách sạn đẹp ơi đẹp , dịch vụ tốt . Ok lắm mọi người nhé"
Nesta Hotel - Saigon,"34-36 Thủ Khoa Huân, Quận 1, Thành Phố Hồ Chí Minh",1,10.7736579,106.6973333,4.1,266,4,1225344.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Quán bar, Nhà hàng, Dịch vụ phòng, Xe đưa đón ra sân bay",Món Ăn Sáng · Vị Trí · Phòng Tập Thể Dục,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENQb0MgACgAMidDaGtJMk9lZ2pQbms1YWdRR2cwdlp5OHhNV2czTUd4aU5EWTNFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CKcCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEM0I,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4BSAk2tEWxc9Z6GiOgUWXhDZ1w5qS7SDGtdZECw4gnr7n3DRXNk-kAXtAMsrBwmqfyd-NPILFIcBOtwlkVjXQ3JUVAIO1HvzZKf2KV5eCs5sQfLoxdjEPVAKZOf_Jm74oRSU=s287-w287-h192-n-k-no-v1,https://lh4.googleusercontent.com/proxy/YEVYTusl02EU9bna5JDvUKa_HdAqBGL1jLh7lEGDwa6e08acrt56NGqL7kXmfWBQMetZtTC7L4fFjjANvoKYzBKjFFVgNjAzRK7bLJG1h6-qc8aBYe4Lu1FAgiyvcQQxqa7hHPUlet3KSiucYF6oAP-xHox3Gw=s287-w287-h192-n-k-no-v1,"Phòng sạch sẽ, gần ngay trung tâm, di chuyển tiện lợi. Có cho thuê xe máy ga."
Spotlight Hotel,"184 Cống Quỳnh, Quận 1, Thành Phố Hồ Chí Minh",1,10.7656221,106.68930959862956,4.2,201,3,562395.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là, Phù hợp với trẻ em",Món Ăn Sáng · Vị Trí · Nhà Hàng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENQb0MgACgAMihDaG9JemNYdjZLUGEwOV9ZQVJvTkwyY3ZNVEZtTkhkMGEyZzBiQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CMMCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEM0I,https://lh6.googleusercontent.com/proxy/AlLF8ivCAjjoJkpleMoTixB7VKFilLbuaJX3UKKA-c_0K4vDM7FmBHQFA4qTUEoniTsB5SmPmS3qwG9PG-rf9CTAKLxrfwDPxfhGbmDQPMCyrQNc1KfUzTwXnGwJxWdacgv2q5zSK4SkRnWua78HJb0C3-l_qA=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxl-TqpdxARIJsgIjr_exP31Ry6kEgsmtMvDX4VY_-BqHnsHtKWsh23baWumS0Hr1kNDCm4a8oFk5JEeItYzdn6_YrVPZSDOHdKW9wavnlHr9_CKvE5cQs06uHgpiYZgCqBMWcVdw=s287-w287-h192-n-k-no-v1,"Dịch vụ tốt, chị chủ nhiệt tình, lần tới ra sẽ ủng hộ !!!!"
The Spring Hotel,"44-46 Lê Thánh Tôn, Quận 1, Thành Phố Hồ Chí Minh",1,10.77517091861902,106.69999073167963,3.8,246,3,877180.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Điều hòa nhiệt độ, Quán bar, Nhà hàng, Dịch vụ phòng, Xe đưa đón ra sân bay",Vị Trí · Dịch Vụ · Cơ Sở Vật Chất,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENJd0QgACgAMiRDaGNJNGVMWDZjUDg0ZDgtR2dzdlp5OHhkM28xTURZNGFoQUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CKQCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEO4I,https://lh6.googleusercontent.com/proxy/T9BBRvgxwJOrQtrniJjeiDA1yUhF8rOYSrefzU1qdvMAwf5Nql6FC-hjrCGXNKoLnBYozYgTIrZhTUCIiMwGq0F7IPImG02_VD-CipcgZA2SZ9ufAQnPdmYSb80jRYJSULX5S-iJwIbMHDyPG99EfgtURXzFw5A=s287-w287-h192-n-k-no-v1,https://lh4.googleusercontent.com/proxy/6rFy7flHj3NnFA_eqSzACLstXc9Q4c-WT31sXjHG97LfT5jGl5FWMeu1Y1ngfHC67z0ZQ86F9MhU6yp6l_gTTy68y7Rhz_YCGNOTCsBmi4oJ3KoCV22SENpZNFJhoOmRvAB88ie1Z8Xhd_Wt93qCC4OSxf2J93U=s287-w287-h192-n-k-no-v1,"Dịch vụ tốt, phòng rộng rãi, sạch sẽ!"
Cherry Hotel,"8D2 Thái Văn Lung, Quận 1, Thành Phố Hồ Chí Minh",1,10.779218475505257,106.70465912612966,3.8,169,3,577241.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bồn tắm nước nóng, Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Vị Trí · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENMQUQgACgAMiZDaGdJMDVQcHdOanp1dVZJR2d3dlp5OHhjSFIzWW5GM2F6a1FBUTgNSAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CMEBEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEKkJ,https://lh5.googleusercontent.com/proxy/kDtbCV5NG-Ji1gfsrnFn3Vu1I-z5eTjMPnQmE8QtxjAfbUb8sXtG-bERJIZb4a7Jf7MAGqWlrEpFFxZFlWbzGSRj-j41Ue2EKhsFecW7Y-atk7SC5XY-BOTLqo-I3yOs8DVS6T1gnaPsZVL8HUcUG15-tNPCjw=s287-w287-h192-n-k-no-v1,https://lh5.googleusercontent.com/proxy/QmKiRGJctH7pFlmP6kxqp51NvM_wrAcmm4Ma6l9XEenXm4Mszt9STZWZGos8GeoGy2ABcLRvE8AulEKWXUMW9wdp4Diuj3FC4kRVhtaQd1NoGPyUHW0LZFTWuDu05EILODRDI9bPuo3BJM0TjcW9CC8TyvtDTg=s287-w287-h192-n-k-no-v1,mình đã ở đây giá cả phải chăng. phục vụ nhiệt tình 24/24
Khách sạn Ánh Thiên,"35E Nguyễn Trung Trực, Quận 1, Thành Phố Hồ Chí Minh",1,10.774771,106.6973558,4.2,178,3,444902.0,"1 đêm, bao gồm thuế và phí","Wi-Fi miễn phí, Đỗ xe miễn phí, Bồn tắm nước nóng, Điều hòa nhiệt độ, Ăn sáng, Bếp ở một số phòng, Dịch vụ giặt là, Địa điểm không cho hút thuốc",Vị Trí · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENMQUQgACgAMiRDaGNJbElhS2lJUDgwOXQ2R2dzdlp5OHhkR1F4TUhKM2N4QUI4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CIoCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEKkJ,https://lh3.googleusercontent.com/p/AF1QipP3qp_2IEz4eAnk8IEMoJw5wIRp7MayBD16aO7l=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipOD5RdNoSx4rGP-L9rgIZaiBcrXQUl1WshHS4uJ=s287-w287-h192-n-k-no-v1,"Phòng mới, rộng rãi, đầy đủ tiện nghi, có thang máy, tuyệt vời"
Luxy Park Hotel & Apartments -Notre Dame,"25/14 Nguyễn Bỉnh Khiêm, Quận 1, Thành Phố Hồ Chí Minh",1,10.785952213437092,106.70641001243509,4.4,72,3,1485432.0,"1 đêm, bao gồm thuế và phí","Wi-Fi miễn phí, Đỗ xe miễn phí, Điều hòa nhiệt độ, Chấp nhận vật nuôi, Dịch vụ phòng, Có bếp nấu ăn trong phòng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Vị Trí · Tình Trạng Vệ Sinh · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNSUQgACgAMidDaGtJZzdXT3J2VFItWllzR2cwdlp5OHhNV1p1Ymw5aWEyTnVFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CM0BEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoJ,https://lh3.googleusercontent.com/p/AF1QipP4XBArwPHslO2-w7zvrxhIhnAhLHlvqg1HXUER=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMuOYhyQKaUSUPj-q75v2kpCpCCgRC1LXWOxXZn=s287-w287-h192-n-k-no-v1,Phòng đẹp maast điện nhưng có máy phát giá cả phải chăng phòng sạch sẽ
Koniko hotel,"283/26 Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh",1,10.825479,106.680691,4.2,108,3,349392.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Điều hòa nhiệt độ, Chấp nhận vật nuôi, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là, Phù hợp với trẻ em",Dịch Vụ · Vị Trí · Cơ Sở Vật Chất,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENNSUQgACgAMihDaG9JNWRtSmpKQ2I0YW5IQVJvTkwyY3ZNVEZrWm5oM1luUTFPQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CP8BEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoJ,https://lh6.googleusercontent.com/proxy/lBW1Qd-_PAftMr45qWfArf-5CRo50a0qBzgInoIZUYS6ZR3kebE33T9Sypbi_oVZhzCOcp65AZyge0SYNpj_2hT6VsC8I6_JD6ETnqvALS235tXG7twlURPuvbJsQKy9JBinx3c1FGdNMtmzLLTaict9ZP-4Nbc=s287-w287-h192-n-k-no-v1,https://lh6.googleusercontent.com/proxy/yy13SCZ6lhnXs7yPNpebd_LN0sN4VvDoKBYPGreiJcVvrMBl6oocyXB4klrLpagT63yx0wX6H9DMU4B9VcuBJB-9H_cHeNJPAgfeohZzW2QMrrdJw0U9fo1Dj61Q3ay63DNl_alipvAPk0o7lWYT6xE3vCJQYA=s287-w287-h192-n-k-no-v1,"Ví trí giao thông thuận tiện , khu vực yên tĩnh, khu chợ và các quán ăn thuận lợi"
A25 Hotel - 255 Lê Thánh Tôn,"255 Lê Thánh Tôn, Quận 1, Thành Phố Hồ Chí Minh",1,10.776975020458474,106.7015744238501,4.6,116,3,929531.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bãi đỗ xe ($), Điều hòa nhiệt độ, Chấp nhận vật nuôi, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Vị Trí · Dịch Vụ · Cơ Sở Vật Chất,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENOUUQgACgAMidDaGtJeXNma21KUGhsTGNWR2cwdlp5OHhNWFk1ZWpKdGMxOTJFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CK8CEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEOkJ,https://lh3.googleusercontent.com/p/AF1QipNzGKW2xA2vewzN3CgNHqzgf_zxaM4lXAZ4IDO8=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipPiUbY0nGm7IjbkylXhOy46adgoz6ukk3EFTFoK=s287-w287-h192-n-k-no-v1,Khách sạn đẹp và sang trọng. Nội thấy đầy đủ đẹp và rộng rãi phù hợp đi công tác
